OBJECTID,INCIDENT_TYPE,REPORT_TAKEN_DATE_EST,YEAR,DATA_TYPE,SUBJECT_RACE,SUBJECT_SEX,SUBJECT_ETHNICITY,BLOCK_ADDRESS,RECODE_ADD,INCIDENT_LOCATION_DISTRICT,INCIDENT_LOCATION_PSA,AGE,WARD,VOTE_PRECINCT,ADVIS_NEIGH_COMMIS,POLICE_DISTRICT,SINGLE_MEMBER_DISTRICT,POLICE_SERVICE AREA,CENSUS_TRACT,NEIGHBORHOOD_CLUSTER
765,Stop & Frisk,2010-06-02T23:35:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1500 B/O V ST SE,1500 V ST SE,7D,701,20,,,,,,,,
766,Stop & Frisk,2010-06-03T07:30:00.000Z,2010,,,,,900 B/O 14TH ST SE,900 14TH ST SE,1D,106,,,,,,,,,
767,Stop & Frisk,2010-06-03T18:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3500 B/O 18TH ST SE,3500 18TH ST SE,7D,704,,,,,,,,,
768,Stop & Frisk,2010-06-03T18:05:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O FAIRMONT ST NW,1400 FAIRMONT ST NW,3D,304,20,,,,,,,,
769,Stop & Frisk,2010-06-03T18:05:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O FAIRMONT ST NW,1400 FAIRMONT ST NW,3D,304,19,,,,,,,,
770,Stop & Frisk,2010-06-03T18:05:00.000Z,2010,Person,Black,Male,Unknown,1400 B/O FAIRMONT ST NW,1400 FAIRMONT ST NW,3D,304,Juvenile,,,,,,,,
771,Stop & Frisk,2010-06-03T21:35:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,NORTH CAPITOL ST / FLORIDA AVE NW,NORTH CAPITOL ST / FLORIDA AVE NW,5D,501,22,,,,,,,,
772,Stop & Frisk,2010-06-03T21:35:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,NORTH CAPITOL ST / FLORIDA AVE NW,NORTH CAPITOL ST / FLORIDA AVE NW,5D,501,Juvenile,,,,,,,,
773,Stop & Frisk,2010-06-03T21:35:00.000Z,2010,Person,Unknown,Unknown,Unknown,NORTH CAPITOL ST / FLORIDA AVE NW,NORTH CAPITOL ST / FLORIDA AVE NW,5D,501,,,,,,,,,
774,Stop & Frisk,2010-06-03T22:58:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O 7TH ST NW,600 7TH ST NW,1D,102,Juvenile,,,,,,,,
775,Stop & Frisk,2010-06-04T02:41:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,800 B/O 20TH ST NE,800 20TH ST NE,5D,507,43,,,,,,,,
776,Stop & Frisk,2010-06-04T02:41:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,800 B/O 20TH ST NE,800 20TH ST NE,5D,507,66,,,,,,,,
777,Stop & Frisk,2010-06-04T02:41:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,800 B/O 20TH ST NE,800 20TH ST NE,5D,507,42,,,,,,,,
778,Stop & Frisk,2010-06-04T02:47:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,SHERMAN AVE / GRESHAM PL NW,SHERMAN AVE / GRESHAM PL NW,3D,302,20,,,,,,,,
779,Stop & Frisk,2010-06-04T02:47:00.000Z,2010,Person,Black,Male,Unknown,SHERMAN AVE / GRESHAM PL NW,SHERMAN AVE / GRESHAM PL NW,3D,302,26,,,,,,,,
780,Stop & Frisk,2010-06-04T13:13:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,400 B/O 8TH ST SE,400 8TH ST SE,1D,107,46,,,,,,,,
781,Stop & Frisk,2010-06-04T13:13:00.000Z,2010,Person,Unknown,Unknown,Not Hispanic Or Latino,400 B/O 8TH ST SE,400 8TH ST SE,1D,107,,,,,,,,,
782,Stop & Frisk,2010-06-04T16:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O ALABAMA AVE SE,600 ALABAMA AVE SE,7D,705,24,,,,,,,,
783,Stop & Frisk,2010-06-04T16:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O ALABAMA AVE SE,600 ALABAMA AVE SE,7D,705,24,,,,,,,,
784,Stop & Frisk,2010-06-04T18:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,17TH ST / FRANKFORD ST SE,17TH ST / FRANKFORD ST SE,7D,701,42,,,,,,,,
785,Stop & Frisk,2010-06-04T18:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2900 B/O 14TH ST NW,2900 14TH ST NW,3D,302,20,,,,,,,,
786,Stop & Frisk,2010-06-04T18:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2900 B/O 14TH ST NW,2900 14TH ST NW,3D,302,21,,,,,,,,
787,Stop & Frisk,2010-06-04T18:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2900 B/O 14TH ST NW,2900 14TH ST NW,3D,302,18,,,,,,,,
788,Stop & Frisk,2010-06-04T20:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O 47TH PLACE NE REAR ALY,1200 47TH PLACE NE REAR ALY,6D,602,19,,,,,,,,
789,Stop & Frisk,2010-06-04T20:00:00.000Z,2010,Person,Unknown,Unknown,Unknown,1200 B/O 47TH PLACE NE REAR ALY,1200 47TH PLACE NE REAR ALY,6D,602,,,,,,,,,
790,Stop & Frisk,2010-06-04T20:27:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O V ST NW,1400 V ST NW,3D,301,21,,,,,,,,
791,Stop & Frisk,2010-06-04T22:30:00.000Z,2010,,,,,I395 / 14 ST BRDG,I395 / 14 ST BRDG,1D,104,,,,,,,,,
792,Stop & Frisk,2010-06-05T00:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3400 B/O 22ND ST NE,3400 22ND ST NE,5D,503,Juvenile,,,,,,,,
793,Stop & Frisk,2010-06-05T05:37:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,700 B/O K ST NW,700 K ST NW,4D,403,35,,,,,,,,
794,Stop & Frisk,2010-06-05T06:26:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,I ST NW,I ST NW,1D,101,,,,,,,,,
795,Stop & Frisk,2010-06-05T06:26:00.000Z,2010,Person,Black,Male,Unknown,I ST NW,I ST NW,1D,101,43,,,,,,,,
796,Stop & Frisk,2010-06-05T06:26:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,I ST NW,I ST NW,1D,101,51,,,,,,,,
797,Stop & Frisk,2010-06-05T06:30:00.000Z,2010,,,,,I395 SB / 14TH ST SW,I395 SB / 14TH ST SW,1D,104,,,,,,,,,
798,Stop & Frisk,2010-06-05T12:20:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,16TH ST NE / NEWTON ST NE,16TH ST NE / NEWTON ST NE,5D,502,46,,,,,,,,
799,Stop & Frisk,2010-04-22T17:10:00.000Z,2010,Person,Black,Male,Unknown,1400 B/O G ST NE,1400 G ST NE,1D,103,19,,,,,,,,
800,Stop & Frisk,2010-04-22T17:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O G ST NE,1400 G ST NE,1D,103,Juvenile,,,,,,,,
801,Stop & Frisk,2010-04-22T17:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O G ST NE,1400 G ST NE,1D,103,Juvenile,,,,,,,,
802,Stop & Frisk,2010-04-22T17:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O G ST NE,1400 G ST NE,1D,103,Juvenile,,,,,,,,
803,Stop & Frisk,2010-04-22T17:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1400 B/O G ST NE,1400 G ST NE,1D,103,Juvenile,,,,,,,,
804,Stop & Frisk,2010-04-22T21:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,JAY ST N,JAY ST N,6D,601,34,,,,,,,,
805,Stop & Frisk,2010-04-22T21:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,JAY ST N,JAY ST N,6D,601,30,,,,,,,,
806,Stop & Frisk,2010-04-22T22:20:00.000Z,2010,Person,Unknown,Unknown,Unknown,4200 B/O CONNECTICUT AVE NW,4200 CONNECTICUT AVE NW,2D,203,,,,,,,,,
807,Stop & Frisk,2015-10-05T02:35:51.000Z,2015,Person,Black,Male,Not Hispanic Or Latino,38TH ST SE & V ST SE,38TH ST SE & V ST SE,6D,603,20,,,,,,,,
808,Stop & Frisk,2010-04-23T02:15:00.000Z,2010,Person,White,Male,Not Hispanic Or Latino,18TH ST NW / COLUMBIA RD NW,18TH ST NW / COLUMBIA RD NW,3D,302,24,,,,,,,,
809,Stop & Frisk,2010-04-23T03:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4700 B/O 3RD ST NW,4700 3RD ST NW,4D,404,38,,,,,,,,
810,Stop & Frisk,2010-04-23T15:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,13TH ST NW / PARK RD NW,13TH ST NW / PARK RD NW,3D,302,47,,,,,,,,
811,Stop & Frisk,2010-04-23T18:40:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,PARKSIDE PL NE / ALBERT IRVIN CASSELL PL NE,PARKSIDE PL NE / ALBERT IRVIN CASSELL PL NE,6D,601,Juvenile,,,,,,,,
812,Stop & Frisk,2010-04-23T18:40:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,PARKSIDE PL NE / ALBERT IRVIN CASSELL PL NE,PARKSIDE PL NE / ALBERT IRVIN CASSELL PL NE,6D,601,Juvenile,,,,,,,,
813,Stop & Frisk,2010-04-23T19:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1800 B/O 18TH ST SE,1800 18TH ST SE,7D,701,Juvenile,,,,,,,,
814,Stop & Frisk,2010-04-23T20:22:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1900 B/O 18TH ST SE,1900 18TH ST SE,7D,701,,,,,,,,,
815,Stop & Frisk,2010-04-23T20:22:00.000Z,2010,Person,Black,Male,Unknown,1900 B/O 18TH ST SE,1900 18TH ST SE,7D,701,31,,,,,,,,
816,Stop & Frisk,2010-04-23T20:22:00.000Z,2010,Person,Black,Female,Unknown,1900 B/O 18TH ST SE,1900 18TH ST SE,7D,701,41,,,,,,,,
817,Stop & Frisk,2010-04-23T21:55:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,51ST ST NE / BLAINE ST NE,51ST ST NE / BLAINE ST NE,6D,602,23,,,,,,,,
818,Stop & Frisk,2010-04-23T21:55:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,51ST ST NE / BLAINE ST NE,51ST ST NE / BLAINE ST NE,6D,602,21,,,,,,,,
819,Stop & Frisk,2010-04-23T21:55:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,51ST ST NE / BLAINE ST NE,51ST ST NE / BLAINE ST NE,6D,602,24,,,,,,,,
820,Stop & Frisk,2010-04-23T23:26:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,35TH ST SE / B ST SE,35TH ST SE / B ST SE,6D,603,20,,,,,,,,
821,Stop & Frisk,2010-04-23T23:26:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,35TH ST SE / B ST SE,35TH ST SE / B ST SE,6D,603,19,,,,,,,,
822,Stop & Frisk,2010-04-24T00:25:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1100 B/O 21ST ST NE,1100 21ST ST NE,1D,102,48,,,,,,,,
823,Stop & Frisk,2010-04-24T00:25:00.000Z,2010,Person,Unknown,Unknown,Unknown,1100 B/O 21ST ST NE,1100 21ST ST NE,1D,102,,,,,,,,,
824,Stop & Frisk,2010-04-24T03:39:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2800 B/O MINNESOTA AVE SE,2800 MINNESOTA AVE SE,6D,605,28,,,,,,,,
825,Stop & Frisk,2010-04-24T03:40:00.000Z,2010,Person,Unknown,Male,Not Hispanic Or Latino,1800 B/O H ST NW,1800 H ST NW,2D,207,21,,,,,,,,
826,Stop & Frisk,2010-04-24T04:45:00.000Z,2010,Person,Black,Male,Unknown,2900 B/O NELSON PL SE,2900 NELSON PL SE,6D,605,36,,,,,,,,
827,Stop & Frisk,2010-04-24T08:30:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,800 B/O BLADENSBURG RD NE,800 BLADENSBURG RD NE,5D,507,34,,,,,,,,
828,Stop & Frisk,2010-04-24T08:30:00.000Z,2010,Person,Unknown,Unknown,Not Hispanic Or Latino,800 B/O BLADENSBURG RD NE,800 BLADENSBURG RD NE,5D,507,,,,,,,,,
829,Stop & Frisk,2010-04-24T15:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,51ST ST SE / D ST SE,51ST ST SE / D ST SE,6D,604,Juvenile,,,,,,,,
830,Stop & Frisk,2010-04-24T17:26:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3800 B/O MINNESOTA AVE NE,3800 MINNESOTA AVE NE,6D,603,Juvenile,,,,,,,,
831,Stop & Frisk,2010-04-24T17:26:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3800 B/O MINNESOTA AVE NE,3800 MINNESOTA AVE NE,6D,603,Juvenile,,,,,,,,
832,Stop & Frisk,2010-04-24T20:00:00.000Z,2010,Person,Black,Male,Unknown,500 B/O RIDGE ST NW,500 RIDGE ST NW,3D,308,20,,,,,,,,
833,Stop & Frisk,2010-04-24T20:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,500 B/O RIDGE ST NW,500 RIDGE ST NW,3D,308,19,,,,,,,,
834,Stop & Frisk,2010-04-24T20:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,500 B/O RIDGE ST NW,500 RIDGE ST NW,3D,308,20,,,,,,,,
835,Stop & Frisk,2010-04-24T20:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,500 B/O RIDGE ST NW,500 RIDGE ST NW,3D,308,Juvenile,,,,,,,,
836,Stop & Frisk,2010-04-24T20:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,500 B/O RIDGE ST NW,500 RIDGE ST NW,3D,308,19,,,,,,,,
837,Stop & Frisk,2010-04-24T21:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4100 B/O MINNESOTA AVE NE,4100 MINNESOTA AVE NE,6D,602,27,,,,,,,,
838,Stop & Frisk,2010-04-24T23:58:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4200 B/O BLAINE ST NE,4200 BLAINE ST NE,6D,603,19,,,,,,,,
839,Stop & Frisk,2010-04-24T23:58:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4200 B/O BLAINE ST NE,4200 BLAINE ST NE,6D,603,Juvenile,,,,,,,,
840,Stop & Frisk,2010-04-24T23:58:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4200 B/O BLAINE ST NE,4200 BLAINE ST NE,6D,603,Juvenile,,,,,,,,
841,Stop & Frisk,2010-04-25T00:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3RD ST NW / KENNEDY ST NW,3RD ST NW / KENNEDY ST NW,4D,403,Juvenile,,,,,,,,
842,Stop & Frisk,2010-04-25T01:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O S ST NW,1300 S ST NW,,,30,,,,,,,,
843,Stop & Frisk,2010-04-25T01:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O S ST NW,1300 S ST NW,,,21,,,,,,,,
844,Stop & Frisk,2010-04-25T01:03:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,5200 B/O GEORGIA AVE NW,5200 GEORGIA AVE NW,4D,403,27,,,,,,,,
845,Stop & Frisk,2010-04-25T04:11:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,2000 B/O 11TH ST NW,2000 11TH ST NW,3D,305,21,,,,,,,,
846,Stop & Frisk,2010-04-25T04:11:00.000Z,2010,Person,Unknown,Unknown,Unknown,2000 B/O 11TH ST NW,2000 11TH ST NW,3D,305,,,,,,,,,
847,Stop & Frisk,2010-04-25T10:44:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3700 B/O HAYES ST NE,3700 HAYES ST NE,6D,601,24,,,,,,,,
848,Stop & Frisk,2010-04-25T10:44:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3700 B/O HAYES ST NE,3700 HAYES ST NE,6D,601,27,,,,,,,,
849,Stop & Frisk,2010-04-25T12:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,5800 B/O 6TH ST NE,5800 6TH ST NE,1D,405,Juvenile,,,,,,,,
850,Stop & Frisk,2010-04-25T12:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,5800 B/O 6TH ST NE,5800 6TH ST NE,1D,405,Juvenile,,,,,,,,
851,Stop & Frisk,2010-05-19T12:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,NEBRASKA AVE / CHESAPEAKE ST,NEBRASKA AVE / CHESAPEAKE ST,2D,202,Juvenile,,,,,,,,
852,Stop & Frisk,2010-05-19T13:30:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,3400 B/O A ST SE,3400 A ST SE,6D,603,37,,,,,,,,
853,Stop & Frisk,2010-05-19T22:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,200 B/O 51ST ST NE,200 51ST ST NE,6D,602,49,,,,,,,,
854,Stop & Frisk,2010-05-19T23:00:00.000Z,2010,Person,Asian,Male,Not Hispanic Or Latino,1500 B/O 34TH ST NW,1500 34TH ST NW,2D,206,39,,,,,,,,
855,Stop & Frisk,2010-05-19T23:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1500 B/O 34TH ST NW,1500 34TH ST NW,2D,206,,,,,,,,,
856,Stop & Frisk,2010-05-19T23:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1500 B/O 34TH ST NW,1500 34TH ST NW,2D,206,43,,,,,,,,
857,Stop & Frisk,2010-05-19T23:00:00.000Z,2010,Person,Black,Unknown,Not Hispanic Or Latino,1500 B/O 34TH ST NW,1500 34TH ST NW,2D,206,20,,,,,,,,
858,Stop & Frisk,2010-05-19T23:00:00.000Z,2010,Person,Black,Unknown,Not Hispanic Or Latino,1500 B/O 34TH ST NW,1500 34TH ST NW,2D,206,Juvenile,,,,,,,,
859,Stop & Frisk,2010-05-20T00:10:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1600 B/O 18TH ST SE,1600 18TH ST SE,6D,607,25,,,,,,,,
860,Stop & Frisk,2010-05-20T00:51:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3300 B/O M ST NW,3300 M ST NW,2D,206,24,,,,,,,,
861,Stop & Frisk,2010-05-20T01:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,800 B/O CHESAPEAKE ST SE,800 CHESAPEAKE ST SE,7D,706,31,,,,,,,,
862,Stop & Frisk,2010-05-20T13:06:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2200 B/O BENNING RD NE,2200 BENNING RD NE,5D,504,Juvenile,,,,,,,,
863,Stop & Frisk,2010-05-20T18:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2300 B/O 18TH ST NW,2300 18TH ST NW,3D,303,52,,,,,,,,
864,Stop & Frisk,2010-05-20T21:03:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2300 B/O GOOD HOPE CT SE,2300 GOOD HOPE CT SE,7D,702,18,,,,,,,,
865,Stop & Frisk,2010-05-21T02:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,8TH ST NW / JEFFERSON ST NW,8TH ST NW / JEFFERSON ST NW,4D,403,50,,,,,,,,
866,Stop & Frisk,2010-05-21T02:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,8TH ST NW / JEFFERSON ST NW,8TH ST NW / JEFFERSON ST NW,4D,403,Unknown,,,,,,,,
867,Stop & Frisk,2010-05-21T02:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,8TH ST NW / JEFFERSON ST NW,8TH ST NW / JEFFERSON ST NW,4D,403,32,,,,,,,,
868,Stop & Frisk,2010-05-21T16:20:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,1900 B/O 13TH ST NW,1900 13TH ST NW,3D,306,23,,,,,,,,
869,Stop & Frisk,2010-05-21T16:20:00.000Z,2010,Person,Unknown,Unknown,Unknown,1900 B/O 13TH ST NW,1900 13TH ST NW,3D,306,,,,,,,,,
870,Stop & Frisk,2010-05-21T17:50:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4100 B/O 12TH ST NE,4100 12TH ST NE,5D,502,25,,,,,,,,
871,Stop & Frisk,2010-05-21T18:05:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,M ST SE,M ST SE,6D,607,26,,,,,,,,
872,Stop & Frisk,2010-05-21T18:50:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,30TH ST SE / NELSON PL SE,30TH ST SE / NELSON PL SE,6D,605,Juvenile,,,,,,,,
873,Stop & Frisk,2010-05-21T23:12:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2300 B/O ALABAMA AVE SE,2300 ALABAMA AVE SE,7D,704,29,,,,,,,,
874,Stop & Frisk,2010-05-22T01:50:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,900 B/O 14TH ST NW,900 14TH ST NW,2D,207,34,,,,,,,,
875,Stop & Frisk,2010-05-22T02:00:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,1300 B/O K ST NW,1300 K ST NW,1D,101,24,,,,,,,,
876,Stop & Frisk,2010-05-22T17:33:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,2900 B/O MARTIN LUTHER KING AVE SE,2900 MARTIN LUTHER KING AVE SE,7D,707,39,,,,,,,,
877,Stop & Frisk,2010-05-22T20:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3800 B/O MINNESOTA AVE NE,3800 MINNESOTA AVE NE,6D,603,,,,,,,,,
878,Stop & Frisk,2010-05-22T20:25:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O MELLON ST SE,600 MELLON ST SE,7D,707,21,,,,,,,,
879,Stop & Frisk,2010-05-22T21:00:00.000Z,2010,Person,White,Female,Not Hispanic Or Latino,2800 B/O PENNSYLVANIA AVE NW,2800 PENNSYLVANIA AVE NW,2D,206,44,,,,,,,,
880,Stop & Frisk,2010-05-22T21:07:00.000Z,2010,Person,Unknown,Male,Hispanic Or Latino,3RD ST / RHODE ISLAND AVE NW,3RD ST / RHODE ISLAND AVE NW,1D,303,33,,,,,,,,
881,Stop & Frisk,2010-05-23T01:40:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2500 B/O 18TH ST NW,2500 18TH ST NW,3D,303,20,,,,,,,,
882,Stop & Frisk,2010-05-23T01:40:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2500 B/O 18TH ST NW,2500 18TH ST NW,3D,303,22,,,,,,,,
883,Stop & Frisk,2010-05-23T04:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O 42ND ST NE,1200 42ND ST NE,6D,601,21,,,,,,,,
884,Stop & Frisk,2010-05-23T04:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4300 B/O 3RD ST SE,4300 3RD ST SE,7D,706,19,,,,,,,,
885,Stop & Frisk,2010-05-23T05:30:00.000Z,2010,Person,Black,Male,Unknown,2400 B/O AINGER PL SE,2400 AINGER PL SE,7D,701,18,,,,,,,,
886,Stop & Frisk,2010-05-23T05:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2400 B/O AINGER PL SE,2400 AINGER PL SE,7D,701,Juvenile,,,,,,,,
887,Stop & Frisk,2010-05-23T05:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2400 B/O AINGER PL SE,2400 AINGER PL SE,7D,701,Juvenile,,,,,,,,
888,Stop & Frisk,2010-05-23T05:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2400 B/O AINGER PL SE,2400 AINGER PL SE,7D,701,Juvenile,,,,,,,,
889,Stop & Frisk,2010-05-23T05:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2400 B/O AINGER PL SE,2400 AINGER PL SE,7D,701,20,,,,,,,,
890,Stop & Frisk,2010-05-23T14:53:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2500 B/O 18TH ST NW,2500 18TH ST NW,3D,303,68,,,,,,,,
891,Stop & Frisk,2010-05-23T14:53:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,2500 B/O 18TH ST NW,2500 18TH ST NW,3D,303,49,,,,,,,,
892,Stop & Frisk,2010-05-23T17:53:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,24TH ST NW / NEW HAMSPHIRE ST NW,24TH ST NW / NEW HAMSPHIRE ST NW,2D,207,Juvenile,,,,,,,,
893,Stop & Frisk,2010-05-24T04:11:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,5000 B/O D ST SE,5000 D ST SE,6D,604,35,,,,,,,,
894,Stop & Frisk,2010-05-24T15:00:00.000Z,2010,Person,Black,Male,Unknown,4200 B/O NEW HAMPSHIRE AVE NW,4200 NEW HAMPSHIRE AVE NW,4D,407,Juvenile,,,,,,,,
895,Stop & Frisk,2010-05-24T15:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,4200 B/O NEW HAMPSHIRE AVE NW,4200 NEW HAMPSHIRE AVE NW,4D,407,Juvenile,,,,,,,,
896,Stop & Frisk,2010-05-24T19:30:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,54TH ST NE / BLAINE ST NE,54TH ST NE / BLAINE ST NE,6D,602,22,,,,,,,,
897,Stop & Frisk,2010-05-24T20:52:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,1500 B/O 3RD ST NW,1500 3RD ST NW,5D,501,22,,,,,,,,
898,Stop & Frisk,2010-05-24T21:00:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,3000 B/O MOUNT PLEASANT ST NW,3000 MOUNT PLEASANT ST NW,3D,301,Juvenile,,,,,,,,
899,Stop & Frisk,2010-05-24T21:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,32ND ST SE / CAMDEN ST SE,32ND ST SE / CAMDEN ST SE,6D,606,Juvenile,,,,,,,,
900,Stop & Frisk,2010-05-24T21:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,32ND ST SE / CAMDEN ST SE,32ND ST SE / CAMDEN ST SE,6D,606,18,,,,,,,,
901,Stop & Frisk,2010-05-24T21:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,32ND ST SE / CAMDEN ST SE,32ND ST SE / CAMDEN ST SE,6D,606,18,,,,,,,,
902,Stop & Frisk,2010-05-24T21:15:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,32ND ST SE / CAMDEN ST SE,32ND ST SE / CAMDEN ST SE,6D,606,Juvenile,,,,,,,,
903,Stop & Frisk,2010-05-24T21:50:00.000Z,2010,Person,Black,Female,Not Hispanic Or Latino,2200 B/O SAVANNAH TER SE,2200 SAVANNAH TER SE,7D,704,Juvenile,,,,,,,,
904,Stop & Frisk,2010-05-24T22:09:00.000Z,2010,Person,Black,Male,Not Hispanic Or Latino,100 B/O IVANHOE ST SW,100 IVANHOE ST SW,7D,708,18,,,,,,,,
